countryname,year,v2xps_party,PI_7,normalPS,avg_psi,avg_pi7,avg_nps
Australia,1953,0.956321698055334,0.7493958819959452,0.7689319658579338,0.7878796274125276,0.5042485837726307,0.6695823380290403
Australia,1954,0.956321698055334,0.7493958819959452,0.7689319658579338,0.7809279338690878,0.5025259104159597,0.668884198754831
Australia,1955,0.956321698055334,0.7493958819959452,0.7689319658579338,0.7711616393075849,0.4886366037126672,0.6632553484196481
Australia,1956,0.956321698055334,0.7493958819959452,0.7689319658579338,0.740879766951787,0.4366069803933266,0.642169561424169
Australia,1957,0.956321698055334,0.7493958819959452,0.7689319658579338,0.739584955461282,0.4327574270259036,0.6406094720528697
Australia,1958,0.956321698055334,0.7493958819959452,0.7689319658579338,0.7602866347115166,0.4582247436250238,0.6509304849469966
Australia,1959,0.956321698055334,0.7493958819959452,0.7689319658579338,0.7576945885025144,0.46157242943079563,0.6522871849445161
Australia,1960,0.953131709711061,0.7303980450469926,0.761232806845734,0.7360455843057139,0.41760430325785114,0.6344684408536199
Australia,1961,0.953131709711061,0.7303980450469926,0.761232806845734,0.7289694026475761,0.39676719732434546,0.6260238904362654
Australia,1962,0.953131709711061,0.7303980450469926,0.761232806845734,0.7160059895934996,0.3695198936917396,0.6149815110388211
Australia,1963,0.953131709711061,0.7303980450469926,0.761232806845734,0.7477501380283418,0.42507785092253414,0.6374972083922749
Australia,1964,0.953131709711061,0.7303980450469926,0.761232806845734,0.7500966198392737,0.42904458994233513,0.6391047890108162
Australia,1965,0.953131709711061,0.7303980450469926,0.761232806845734,0.7238848916660094,0.40090385010788626,0.6277003311618236
Australia,1966,0.953131709711061,0.7303980450469926,0.761232806845734,0.7399487615425288,0.43390050655835505,0.6410727222169584
Australia,1967,0.953131709711061,0.7303980450469926,0.761232806845734,0.7519768725845041,0.45242099836854904,0.6485784299358937
Australia,1968,0.953131709711061,0.7303980450469926,0.761232806845734,0.7578691117259004,0.45258351361719956,0.6486442916834511
Australia,1969,0.953131709711061,0.7303980450469926,0.761232806845734,0.7847371326912459,0.5074266709522562,0.6708703056337901
Australia,1970,0.953131709711061,0.7303980450469926,0.761232806845734,0.8084957655164844,0.535571703857061,0.6822765033140809
Australia,1971,0.953131709711061,0.7303980450469926,0.761232806845734,0.7854484138761177,0.5418843875577827,0.6848348132804298
Australia,1972,0.953131709711061,0.7303980450469926,0.761232806845734,0.7807465013157916,0.5521941373793013,0.6890129943788967
Australia,1973,0.953131709711061,0.7303980450469926,0.761232806845734,0.7982102325010736,0.5389858330850777,0.6836601305072887
Australia,1974,0.953131709711061,0.7303980450469926,0.761232806845734,0.7999745178445872,0.5285276056504645,0.679421776624097
Australia,1975,0.95994110790749,0.7707054771450614,0.7775679996326994,0.7784520961319931,0.4946642561660186,0.6656981451882132
Australia,1976,0.95994110790749,0.8104517526707296,0.7936757752830053,0.7917425386142702,0.5136378110803203,0.6733874635408462
Australia,1977,0.95994110790749,0.8104517526707296,0.7936757752830053,0.8048511164211084,0.5262628358623153,0.6785039446218621
Australia,1978,0.95994110790749,0.8104517526707296,0.7936757752830053,0.7797388336465694,0.4959339612833903,0.6662127122741144
Australia,1979,0.95994110790749,0.8104517526707296,0.7936757752830053,0.7632804148551127,0.4537109579339883,0.6491012054413531
Australia,1980,0.95994110790749,0.8104517526707296,0.7936757752830053,0.7732449951945688,0.46154819452173257,0.6522773633833023
Australia,1981,0.964664744494203,0.8626912562369059,0.8148466194035798,0.7762536722355139,0.474557951493358,0.6575497629677266
Australia,1982,0.964664744494203,0.8626912562369059,0.8148466194035798,0.77096630508131,0.4725042938836412,0.6567174873493861
Australia,1983,0.964664744494203,0.8626912562369059,0.8148466194035798,0.7685239146882604,0.4895556210590376,0.6636277940145696
Australia,1984,0.964664744494203,0.8626912562369059,0.8148466194035798,0.7765298304372399,0.5022345435061268,0.6687661179345921
Australia,1985,0.94509539292068,0.7487009416919006,0.7686503308528959,0.7831634218008411,0.48619490809327254,0.6622658145646295
Australia,1986,0.94509539292068,0.7487009416919006,0.7686503308528959,0.7812158763266057,0.47950515402574817,0.659554691163751
Australia,1987,0.94509539292068,0.7487009416919006,0.7686503308528959,0.7708471872891234,0.4594443483967612,0.6514247481146863
Australia,1988,0.94509539292068,0.7487009416919006,0.7686503308528959,0.7703326365064909,0.47693655678182645,0.6585137285177198
Australia,1989,0.94509539292068,0.7487009416919006,0.7686503308528959,0.7513270239974124,0.4775637456882061,0.658767906250368
Australia,1990,0.94509539292068,0.7487009416919006,0.7686503308528959,0.7486762698607448,0.4482462306027583,0.6468865425408079
Australia,1991,0.94509539292068,0.7487009416919006,0.7686503308528959,0.734334373068193,0.4234614757968571,0.6368421480741244
Australia,1992,0.94509539292068,0.7487009416919006,0.7686503308528959,0.717869372208063,0.3780800524754119,0.6184506440681371
Australia,1993,0.94509539292068,0.7487009416919006,0.7686503308528959,0.7162464470482383,0.37553449050688453,0.6174190168137417
Australia,1994,0.94509539292068,0.7487009416919006,0.7686503308528959,0.7058939080881345,0.354612676958143,0.6089401373619293
Australia,1995,0.94509539292068,0.7487009416919006,0.7686503308528959,0.7082844269949355,0.3563409515562893,0.6096405466234484
Australia,1996,0.94509539292068,0.7487009416919006,0.7686503308528959,0.7063104513015561,0.35157258098127253,0.6077080927664753
